"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Burkina Faso","Female","1999","UNESCO_UIS Database_Sep2007","Number","330077",""
"Burkina Faso","Male","2005","UNESCO_UIS Database_Sep2007","Number","715319",""
"Burkina Faso","Male","2004","UNESCO_UIS Database_Sep2007","Number","647043",""
"Burkina Faso","Male","2003","UNESCO_UIS Database_Sep2007","Number","585573",""
"Burkina Faso","Male","2002","UNESCO_UIS Database_Sep2007","Number","557411",""
"Burkina Faso","Male","2001","UNESCO_UIS Database_Sep2007","Number","529277",""
"Burkina Faso","Male","2000","UNESCO_UIS Database_Sep2007","Number","504323",""
"Burkina Faso","Male","1999","UNESCO_UIS Database_Sep2007","Number","486316",""
"Burundi","Female","2005","UNESCO_UIS Database_Sep2007","Number","478876",""
"Burundi","Female","2004","UNESCO_UIS Database_Sep2007","Number","439977",""
"Burundi","Female","2003","UNESCO_UIS Database_Sep2007","Number","399111",""
"Burundi","Female","2002","UNESCO_UIS Database_Sep2007","Number","359385",""
"Burundi","Female","2001","UNESCO_UIS Database_Sep2007","Number","333283",""
"Burundi","Female","2000","UNESCO_UIS Database_Sep2007","Number","315875","3"
"Burundi","Female","1999","UNESCO_UIS Database_Sep2007","Number","312081","3"
"Burundi","Male","2005","UNESCO_UIS Database_Sep2007","Number","557983",""
"Burundi","Male","2004","UNESCO_UIS Database_Sep2007","Number","528511",""
"Burundi","Male","2003","UNESCO_UIS Database_Sep2007","Number","495748",""
"Burundi","Male","2002","UNESCO_UIS Database_Sep2007","Number","457838",""
"Burundi","Male","2001","UNESCO_UIS Database_Sep2007","Number","417416",""
"Burundi","Male","2000","UNESCO_UIS Database_Sep2007","Number","394489",""
"Burundi","Male","1999","UNESCO_UIS Database_Sep2007","Number","389710",""
"Cambodia","Female","2005","UNESCO_UIS Database_Sep2007","Number","1273292",""
"Cambodia","Female","2004","UNESCO_UIS Database_Sep2007","Number","1299480",""
"Cambodia","Female","2003","UNESCO_UIS Database_Sep2007","Number","1296872",""
"Cambodia","Female","2002","UNESCO_UIS Database_Sep2007","Number","1269454",""
"Cambodia","Female","2001","UNESCO_UIS Database_Sep2007","Number","1124960",""
"Cambodia","Female","2000","UNESCO_UIS Database_Sep2007","Number","1030659",""
"Cambodia","Female","1999","UNESCO_UIS Database_Sep2007","Number","972686",""
"Cambodia","Male","2005","UNESCO_UIS Database_Sep2007","Number","1422080",""
"Cambodia","Male","2004","UNESCO_UIS Database_Sep2007","Number","1463402",""
"Cambodia","Male","2003","UNESCO_UIS Database_Sep2007","Number","1475241",""
"Cambodia","Male","2002","UNESCO_UIS Database_Sep2007","Number","1459244",""
"Cambodia","Male","2001","UNESCO_UIS Database_Sep2007","Number","1306182",""
"Cambodia","Male","2000","UNESCO_UIS Database_Sep2007","Number","1217450",""
"Cambodia","Male","1999","UNESCO_UIS Database_Sep2007","Number","1154742",""
"Cameroon","Female","2005","UNESCO_UIS Database_Sep2007","Number","1372243","5"
"Cameroon","Female","2004","UNESCO_UIS Database_Sep2007","Number","1364050",""
"Cameroon","Female","2003","UNESCO_UIS Database_Sep2007","Number","1278804",""
"Cameroon","Female","2002","UNESCO_UIS Database_Sep2007","Number","1259235","5"
"Cameroon","Female","2001","UNESCO_UIS Database_Sep2007","Number","1241171",""
"Cameroon","Female","2000","UNESCO_UIS Database_Sep2007","Number","1023324","5"
"Cameroon","Female","1999","UNESCO_UIS Database_Sep2007","Number","957306",""
"Cameroon","Male","2005","UNESCO_UIS Database_Sep2007","Number","1628538",""
"Cameroon","Male","2004","UNESCO_UIS Database_Sep2007","Number","1614961",""
"Cameroon","Male","2003","UNESCO_UIS Database_Sep2007","Number","1519719",""
"Cameroon","Male","2002","UNESCO_UIS Database_Sep2007","Number","1482392",""
"Cameroon","Male","2001","UNESCO_UIS Database_Sep2007","Number","1447881",""
"Cameroon","Male","2000","UNESCO_UIS Database_Sep2007","Number","1213759",""
"Cameroon","Male","1999","UNESCO_UIS Database_Sep2007","Number","1176401",""
"Canada","Female","2004","UNESCO_UIS Database_Sep2007","Number","1161316","3"
"Canada","Female","2002","UNESCO_UIS Database_Sep2007","Number","1196358","3"
"Canada","Female","2000","UNESCO_UIS Database_Sep2007","Number","1199459",""
"Canada","Female","1999","UNESCO_UIS Database_Sep2007","Number","1185830",""
"Canada","Male","2004","UNESCO_UIS Database_Sep2007","Number","1227872",""
"Canada","Male","2002","UNESCO_UIS Database_Sep2007","Number","1264585",""
"Canada","Male","2000","UNESCO_UIS Database_Sep2007","Number","1256977",""
"Canada","Male","1999","UNESCO_UIS Database_Sep2007","Number","1242790",""
"Cape Verde","Female","2005","UNESCO_UIS Database_Sep2007","Number","40247",""
"Cape Verde","Female","2004","UNESCO_UIS Database_Sep2007","Number","41385",""
"Cape Verde","Female","2003","UNESCO_UIS Database_Sep2007","Number","42744",""
"Cape Verde","Female","2002","UNESCO_UIS Database_Sep2007","Number","43957",""
"Cape Verde","Female","2001","UNESCO_UIS Database_Sep2007","Number","44405",""
"Cape Verde","Female","2000","UNESCO_UIS Database_Sep2007","Number","44915",""
"Cape Verde","Female","1999","UNESCO_UIS Database_Sep2007","Number","44829",""
"Cape Verde","Male","2005","UNESCO_UIS Database_Sep2007","Number","42705",""
"Cape Verde","Male","2004","UNESCO_UIS Database_Sep2007","Number","43753",""
"Cape Verde","Male","2003","UNESCO_UIS Database_Sep2007","Number","45097",""
"Cape Verde","Male","2002","UNESCO_UIS Database_Sep2007","Number","45852",""
"Cape Verde","Male","2001","UNESCO_UIS Database_Sep2007","Number","46235",""
"Cape Verde","Male","2000","UNESCO_UIS Database_Sep2007","Number","46721",""
"Cape Verde","Male","1999","UNESCO_UIS Database_Sep2007","Number","47194",""
"Cayman Islands","Female","2005","UNESCO_UIS Database_Sep2007","Number","1568",""
"Cayman Islands","Female","2004","UNESCO_UIS Database_Sep2007","Number","1631",""
"Cayman Islands","Female","2002","UNESCO_UIS Database_Sep2007","Number","1767",""
"Cayman Islands","Female","2001","UNESCO_UIS Database_Sep2007","Number","1740",""
"Cayman Islands","Female","2000","UNESCO_UIS Database_Sep2007","Number","1716",""
"Cayman Islands","Female","1999","UNESCO_UIS Database_Sep2007","Number","1513",""
"Cayman Islands","Male","2005","UNESCO_UIS Database_Sep2007","Number","1672",""
"Cayman Islands","Male","2004","UNESCO_UIS Database_Sep2007","Number","1730",""
"Cayman Islands","Male","2002","UNESCO_UIS Database_Sep2007","Number","1812",""
"Cayman Islands","Male","2001","UNESCO_UIS Database_Sep2007","Number","1809",""
"Cayman Islands","Male","2000","UNESCO_UIS Database_Sep2007","Number","1719",""
"Cayman Islands","Male","1999","UNESCO_UIS Database_Sep2007","Number","1718",""
"Central African Republic","Female","2005","UNESCO_UIS Database_Sep2007","Number","147865","6"
"Central African Republic","Female","2004","UNESCO_UIS Database_Sep2007","Number","145919",""
"Central African Republic","Female","2003","UNESCO_UIS Database_Sep2007","Number","170035",""
"Central African Republic","Female","2002","UNESCO_UIS Database_Sep2007","Number","165904","6"
"Central African Republic","Female","2001","UNESCO_UIS Database_Sep2007","Number","187612","6"
"Central African Republic","Male","2005","UNESCO_UIS Database_Sep2007","Number","220118",""
"Central African Republic","Male","2004","UNESCO_UIS Database_Sep2007","Number","217239",""
"Central African Republic","Male","2003","UNESCO_UIS Database_Sep2007","Number","244502",""
"Central African Republic","Male","2002","UNESCO_UIS Database_Sep2007","Number","244658",""
"Central African Republic","Male","2001","UNESCO_UIS Database_Sep2007","Number","270973",""
"Chad","Female","2005","UNESCO_UIS Database_Sep2007","Number","506645",""
"Chad","Female","2004","UNESCO_UIS Database_Sep2007","Number","502050",""
"Chad","Female","2003","UNESCO_UIS Database_Sep2007","Number","462200",""
"Chad","Female","2002","UNESCO_UIS Database_Sep2007","Number","424629",""
"Chad","Female","2001","UNESCO_UIS Database_Sep2007","Number","381112",""
"Chad","Female","2000","UNESCO_UIS Database_Sep2007","Number","345206",""
"Chad","Female","1999","UNESCO_UIS Database_Sep2007","Number","308613",""
"Chad","Male","2005","UNESCO_UIS Database_Sep2007","Number","755748",""
"Chad","Male","2004","UNESCO_UIS Database_Sep2007","Number","769935",""
"Chad","Male","2003","UNESCO_UIS Database_Sep2007","Number","701893",""
"Chad","Male","2002","UNESCO_UIS Database_Sep2007","Number","660618",""
"Chad","Male","2001","UNESCO_UIS Database_Sep2007","Number","603112",""
"Chad","Male","2000","UNESCO_UIS Database_Sep2007","Number","568341",""
"Chad","Male","1999","UNESCO_UIS Database_Sep2007","Number","531319",""
"Chile","Female","2005","UNESCO_UIS Database_Sep2007","Number","825401",""
"Chile","Female","2004","UNESCO_UIS Database_Sep2007","Number","841671",""
"Chile","Female","2003","UNESCO_UIS Database_Sep2007","Number","830585",""
"Chile","Female","2002","UNESCO_UIS Database_Sep2007","Number","850746",""
"Chile","Female","2000","UNESCO_UIS Database_Sep2007","Number","872425",""
"Chile","Female","1999","UNESCO_UIS Database_Sep2007","Number","873723",""
"Chile","Male","2005","UNESCO_UIS Database_Sep2007","Number","895550",""
"Chile","Male","2004","UNESCO_UIS Database_Sep2007","Number","914326",""
"Chile","Male","2003","UNESCO_UIS Database_Sep2007","Number","882953",""
"Chile","Male","2002","UNESCO_UIS Database_Sep2007","Number","903206",""
"Chile","Male","2000","UNESCO_UIS Database_Sep2007","Number","926090",""
"Chile","Male","1999","UNESCO_UIS Database_Sep2007","Number","930889",""
"China","Female","2005","UNESCO_UIS Database_Sep2007","Number","52941959","3"
"China","Female","2004","UNESCO_UIS Database_Sep2007","Number","57095125",""
"China","Female","2003","UNESCO_UIS Database_Sep2007","Number","57414053",""
"China","Female","2002","UNESCO_UIS Database_Sep2007","Number","59537749",""
"China","Female","2001","UNESCO_UIS Database_Sep2007","Number","61945602",""
"China","Male","2005","UNESCO_UIS Database_Sep2007","Number","59798004","4"
"China","Male","2004","UNESCO_UIS Database_Sep2007","Number","63903480",""
"China","Male","2003","UNESCO_UIS Database_Sep2007","Number","64248308",""
"China","Male","2002","UNESCO_UIS Database_Sep2007","Number","66219144",""
"China","Male","2001","UNESCO_UIS Database_Sep2007","Number","68186944",""
"Colombia","Female","2005","UNESCO_UIS Database_Sep2007","Number","2568957",""
"Colombia","Female","2004","UNESCO_UIS Database_Sep2007","Number","2559509",""
"Colombia","Female","2003","UNESCO_UIS Database_Sep2007","Number","2538173","3"
"Colombia","Female","2002","UNESCO_UIS Database_Sep2007","Number","2532147",""
"Colombia","Female","2001","UNESCO_UIS Database_Sep2007","Number","2502059",""
"Colombia","Female","2000","UNESCO_UIS Database_Sep2007","Number","2553765",""
"Colombia","Female","1999","UNESCO_UIS Database_Sep2007","Number","2530073",""
"Colombia","Male","2005","UNESCO_UIS Database_Sep2007","Number","2729300",""
"Colombia","Male","2004","UNESCO_UIS Database_Sep2007","Number","2699524",""
"Colombia","Male","2003","UNESCO_UIS Database_Sep2007","Number","2668976",""
"Colombia","Male","2002","UNESCO_UIS Database_Sep2007","Number","2660908",""
"Colombia","Male","2001","UNESCO_UIS Database_Sep2007","Number","2629404",""
"Colombia","Male","2000","UNESCO_UIS Database_Sep2007","Number","2667253",""
"Colombia","Male","1999","UNESCO_UIS Database_Sep2007","Number","2632187",""
"Comoros","Female","2005","UNESCO_UIS Database_Sep2007","Number","49249","3"
"Comoros","Female","2004","UNESCO_UIS Database_Sep2007","Number","47922",""
"Comoros","Female","2003","UNESCO_UIS Database_Sep2007","Number","46225",""
"Comoros","Female","2002","UNESCO_UIS Database_Sep2007","Number","46225",""
"Comoros","Female","2001","UNESCO_UIS Database_Sep2007","Number","44202","3"
"Comoros","Female","2000","UNESCO_UIS Database_Sep2007","Number","42378","3"
"Comoros","Female","1999","UNESCO_UIS Database_Sep2007","Number","37538",""
"Comoros","Male","2005","UNESCO_UIS Database_Sep2007","Number","57451",""
"Comoros","Male","2004","UNESCO_UIS Database_Sep2007","Number","55887",""
"Comoros","Male","2003","UNESCO_UIS Database_Sep2007","Number","58049",""
"Comoros","Male","2002","UNESCO_UIS Database_Sep2007","Number","58049",""
"Comoros","Male","2001","UNESCO_UIS Database_Sep2007","Number","54362",""
"Comoros","Male","2000","UNESCO_UIS Database_Sep2007","Number","51043","4"
"Comoros","Male","1999","UNESCO_UIS Database_Sep2007","Number","45251",""
"Congo","Female","2005","UNESCO_UIS Database_Sep2007","Number","286226",""
"Congo","Female","2004","UNESCO_UIS Database_Sep2007","Number","281266",""
"Congo","Female","2003","UNESCO_UIS Database_Sep2007","Number","245457",""
"Congo","Female","2002","UNESCO_UIS Database_Sep2007","Number","253615",""
"Congo","Female","2001","UNESCO_UIS Database_Sep2007","Number","241654",""
"Congo","Female","2000","UNESCO_UIS Database_Sep2007","Number","200023",""
"Congo","Female","1999","UNESCO_UIS Database_Sep2007","Number","134805",""
"Congo","Male","2005","UNESCO_UIS Database_Sep2007","Number","311078",""
"Congo","Male","2004","UNESCO_UIS Database_Sep2007","Number","303104",""
"Congo","Male","2003","UNESCO_UIS Database_Sep2007","Number","264050",""
"Congo","Male","2002","UNESCO_UIS Database_Sep2007","Number","271478",""
"Congo","Male","2001","UNESCO_UIS Database_Sep2007","Number","259267",""
"Congo","Male","2000","UNESCO_UIS Database_Sep2007","Number","218684",""
"Congo","Male","1999","UNESCO_UIS Database_Sep2007","Number","141646",""
"Congo Dem. Rep.","Female","2003","UNESCO_UIS Database_Sep2007","Number","2452107","3"
"Congo Dem. Rep.","Female","2002","UNESCO_UIS Database_Sep2007","Number","2392549",""
"Congo Dem. Rep.","Female","1999","UNESCO_UIS Database_Sep2007","Number","1905659",""
"Congo Dem. Rep.","Male","2003","UNESCO_UIS Database_Sep2007","Number","3137527",""
"Congo Dem. Rep.","Male","2002","UNESCO_UIS Database_Sep2007","Number","3062842",""
"Congo Dem. Rep.","Male","1999","UNESCO_UIS Database_Sep2007","Number","2116752",""
"Cook Islands","Female","2004","UNESCO_UIS Database_Sep2007","Number","1069","3"
"Cook Islands","Female","2003","UNESCO_UIS Database_Sep2007","Number","1063",""
"Cook Islands","Female","2002","UNESCO_UIS Database_Sep2007","Number","1119",""
"Cook Islands","Female","2001","UNESCO_UIS Database_Sep2007","Number","1118",""
"Cook Islands","Female","2000","UNESCO_UIS Database_Sep2007","Number","1126",""
"Cook Islands","Female","1999","UNESCO_UIS Database_Sep2007","Number","1203",""
"Cook Islands","Male","2004","UNESCO_UIS Database_Sep2007","Number","1196",""
"Cook Islands","Male","2003","UNESCO_UIS Database_Sep2007","Number","1191",""
"Cook Islands","Male","2002","UNESCO_UIS Database_Sep2007","Number","1269",""
"Cook Islands","Male","2001","UNESCO_UIS Database_Sep2007","Number","1284",""
"Cook Islands","Male","2000","UNESCO_UIS Database_Sep2007","Number","1253",""
"Cook Islands","Male","1999","UNESCO_UIS Database_Sep2007","Number","1391",""
"Costa Rica","Female","2005","UNESCO_UIS Database_Sep2007","Number","261560",""
"Costa Rica","Female","2004","UNESCO_UIS Database_Sep2007","Number","269602",""
"Costa Rica","Female","2003","UNESCO_UIS Database_Sep2007","Number","260624","3"
"Costa Rica","Female","2002","UNESCO_UIS Database_Sep2007","Number","262549",""
"Costa Rica","Female","2001","UNESCO_UIS Database_Sep2007","Number","267851",""
"Costa Rica","Female","2000","UNESCO_UIS Database_Sep2007","Number","265403",""
"Costa Rica","Female","1999","UNESCO_UIS Database_Sep2007","Number","265702",""
"Costa Rica","Male","2005","UNESCO_UIS Database_Sep2007","Number","280527",""
"Costa Rica","Male","2004","UNESCO_UIS Database_Sep2007","Number","288482",""
"Costa Rica","Male","2003","UNESCO_UIS Database_Sep2007","Number","280870",""
"Costa Rica","Male","2002","UNESCO_UIS Database_Sep2007","Number","282960",""
"Costa Rica","Male","2001","UNESCO_UIS Database_Sep2007","Number","284451",""
"Costa Rica","Male","2000","UNESCO_UIS Database_Sep2007","Number","286062",""
"Costa Rica","Male","1999","UNESCO_UIS Database_Sep2007","Number","286578",""
"Côte d’Ivoire","Female","2003","UNESCO_UIS Database_Sep2007","Number","904403","6"
"Côte d’Ivoire","Female","2002","UNESCO_UIS Database_Sep2007","Number","896061",""
"Côte d’Ivoire","Female","2001","UNESCO_UIS Database_Sep2007","Number","884561",""
"Côte d’Ivoire","Female","2000","UNESCO_UIS Database_Sep2007","Number","829821",""
"Côte d’Ivoire","Female","1999","UNESCO_UIS Database_Sep2007","Number","813346",""
"Côte d’Ivoire","Male","2003","UNESCO_UIS Database_Sep2007","Number","1141762",""
"Côte d’Ivoire","Male","2002","UNESCO_UIS Database_Sep2007","Number","1220162",""
"Côte d’Ivoire","Male","2001","UNESCO_UIS Database_Sep2007","Number","1162300",""
"Côte d’Ivoire","Male","2000","UNESCO_UIS Database_Sep2007","Number","1113680",""
"Côte d’Ivoire","Male","1999","UNESCO_UIS Database_Sep2007","Number","1097474",""
